13.12.2022 20:36 - Start
13.12.2022 21:15 - User has selected command 1
13.12.2022 21:15 - User has entered name; werwer
13.12.2022 21:15 - User has entered surname; werwer
13.12.2022 21:15 - User has entered name; 13241
13.12.2022 21:15 - User has entered surname; rwtw
13.12.2022 21:15 - User has selected command 2
13.12.2022 21:15 - User has selected 1
13.12.2022 21:16 - User has selected command 5
13.12.2022 21:16 - Start
13.12.2022 21:16 - User has selected command 2
13.12.2022 21:16 - User has selected 1
13.12.2022 21:16 - User has selected command 2
13.12.2022 21:16 - User has selected 2
13.12.2022 21:21 - User has selected command 5
13.12.2022 21:25 - Start
13.12.2022 21:25 - User has selected command 2
13.12.2022 21:25 - User has selected 1
13.12.2022 21:25 - User has selected command 2
13.12.2022 21:25 - User has selected 2
13.12.2022 21:25 - User has selected command 2
13.12.2022 21:25 - User has selected 1
13.12.2022 21:27 - User has selected command 5
13.12.2022 21:27 - Start
13.12.2022 21:27 - User has selected command 2
13.12.2022 21:27 - User has selected 1
13.12.2022 21:28 - User has selected command 5
13.12.2022 21:28 - Start
13.12.2022 21:28 - User has selected command 1
13.12.2022 21:28 - User has entered name; rewtuyertu
13.12.2022 21:28 - User has entered surname; retgyerfg
13.12.2022 21:28 - User has entered name; 123123
13.12.2022 21:28 - User has entered surname; fdsf
13.12.2022 21:28 - User has selected command 2
13.12.2022 21:28 - User has selected 1
13.12.2022 21:28 - User has selected command 2
13.12.2022 21:28 - User has selected 2
13.12.2022 21:28 - User has selected command 2
13.12.2022 21:28 - User has selected 5
13.12.2022 21:28 - User has selected command 5
13.12.2022 21:28 - Start
13.12.2022 21:28 - User has selected command 1
13.12.2022 21:28 - User has entered name; ssdhfs
13.12.2022 21:29 - User has entered surname; dsfsdf
13.12.2022 21:29 - User has entered name; 132
13.12.2022 21:29 - User has entered surname; dsf
13.12.2022 21:29 - User has selected command 1
13.12.2022 21:29 - User has entered name; sdfsdf
13.12.2022 21:29 - User has entered surname; sdfsd
13.12.2022 21:29 - User has entered name; 341
13.12.2022 21:29 - User has entered surname; dsfsdf
13.12.2022 21:29 - User has selected command 2
13.12.2022 21:29 - User has selected 1
13.12.2022 21:29 - User has selected command 2
13.12.2022 21:29 - User has selected 2
13.12.2022 21:30 - User has selected command 5
13.12.2022 21:30 - Start
13.12.2022 21:30 - User has selected command 2
13.12.2022 21:30 - User has selected 1
13.12.2022 21:30 - User has selected command 1
13.12.2022 21:30 - User has entered name; dsfsdf
13.12.2022 21:30 - User has entered surname; asfddsf
13.12.2022 21:30 - User has entered name; 123123
13.12.2022 21:30 - User has entered surname; asd
13.12.2022 21:30 - User has selected command 2
13.12.2022 21:30 - User has selected 1
13.12.2022 21:30 - User has selected command 2
13.12.2022 21:30 - User has selected 2
13.12.2022 21:30 - User has selected command 5
13.12.2022 21:31 - Start
13.12.2022 21:31 - User has selected command 2
13.12.2022 21:31 - User has selected 1
13.12.2022 21:32 - User has selected command 5
13.12.2022 21:32 - Start
13.12.2022 21:32 - User has selected command 2
13.12.2022 21:32 - User has selected 1
13.12.2022 21:32 - User has selected command 5
13.12.2022 21:32 - Start
13.12.2022 21:32 - User has selected command 2
13.12.2022 21:32 - User has selected 1
13.12.2022 21:33 - User has selected command 5
13.12.2022 21:33 - Start
13.12.2022 21:33 - User has selected command 1
13.12.2022 21:33 - User has entered name; Nick
13.12.2022 21:33 - User has entered surname; Subjur
13.12.2022 21:33 - User has entered name; 1
13.12.2022 21:33 - User has entered surname; Cool man
13.12.2022 21:33 - User has selected command 1
13.12.2022 21:33 - User has entered name; Veronica
13.12.2022 21:33 - User has entered surname; NicoNicodoggy
13.12.2022 21:33 - User has entered name; 2
13.12.2022 21:33 - User has entered surname; cool woman
13.12.2022 21:33 - User has selected command 2
13.12.2022 21:33 - User has selected 1
13.12.2022 21:34 - User has selected command 2
13.12.2022 21:34 - User has selected 2
13.12.2022 21:35 - User has selected command 2
13.12.2022 21:35 - User has selected 1
13.12.2022 21:35 - User has selected command 5
13.12.2022 21:35 - Start
13.12.2022 21:35 - User has selected command 1
13.12.2022 21:36 - User has entered name; Artur
13.12.2022 21:36 - User has entered surname; Konan
13.12.2022 21:36 - User has entered name; 3
13.12.2022 21:36 - User has entered surname; writer
13.12.2022 21:36 - User has selected command 2
13.12.2022 21:36 - User has selected 1
13.12.2022 21:36 - User has selected command 1
13.12.2022 21:36 - User has entered name; Conan
13.12.2022 21:36 - User has entered surname; Warrior
13.12.2022 21:36 - User has entered name; 4
13.12.2022 21:36 - User has entered surname; viking
13.12.2022 21:36 - User has selected command 2
13.12.2022 21:36 - User has selected 1
13.12.2022 21:36 - User has selected command 2
13.12.2022 21:36 - User has selected 2
13.12.2022 21:43 - User has selected command 5
13.12.2022 21:43 - Start
13.12.2022 21:43 - User has selected command 2
13.12.2022 21:43 - User has selected 1
13.12.2022 21:43 - User has selected command 5
13.12.2022 21:43 - Start
13.12.2022 21:43 - User has selected command 4
13.12.2022 21:43 - User has selected 1
13.12.2022 21:44 - User has entered Phonebook
13.12.2022 21:48 - Start
13.12.2022 21:48 - User has selected command 4
13.12.2022 21:48 - User has selected 1
13.12.2022 21:48 - User has entered Phonebook
13.12.2022 22:03 - Start
13.12.2022 22:03 - User has selected command 2
13.12.2022 22:03 - User has selected 1
13.12.2022 22:04 - User has selected command 5
13.12.2022 22:05 - Start
13.12.2022 22:05 - User has selected command 2
13.12.2022 22:05 - User has selected 1
13.12.2022 22:05 - Start
13.12.2022 22:05 - User has selected command 2
13.12.2022 22:05 - User has selected 1
13.12.2022 22:05 - User has selected command 2
13.12.2022 22:05 - User has selected 2
13.12.2022 22:05 - User has selected command 1
13.12.2022 22:05 - User has entered name; Keka
13.12.2022 22:05 - User has entered surname; Peka
13.12.2022 22:05 - User has entered name; 5
13.12.2022 22:05 - User has entered surname; vasian
13.12.2022 22:06 - User has selected command 2
13.12.2022 22:06 - User has selected 2
13.12.2022 22:06 - User has selected command 2
13.12.2022 22:06 - User has selected 1
13.12.2022 22:06 - User has selected command 1
13.12.2022 22:06 - User has entered name; Vasilisa
13.12.2022 22:06 - User has entered surname; Pupkina
13.12.2022 22:06 - User has entered name; 6
13.12.2022 22:06 - User has entered surname; woman Vasian
13.12.2022 22:06 - User has selected command 2
13.12.2022 22:06 - User has selected 2
13.12.2022 22:14 - User has selected command 5
13.12.2022 22:14 - Start
13.12.2022 22:14 - User has selected command 2
13.12.2022 22:14 - User has selected 1
13.12.2022 22:14 - User has selected command 2
13.12.2022 22:14 - User has selected 2
13.12.2022 22:14 - User has selected command 4
13.12.2022 22:14 - User has selected 1
13.12.2022 22:14 - User has entered lox
13.12.2022 22:14 - Start
13.12.2022 22:15 - User has selected command 4
13.12.2022 22:15 - User has selected 2
13.12.2022 22:15 - User has entered lox
13.12.2022 22:17 - Start
13.12.2022 22:17 - User has selected command 4
13.12.2022 22:17 - User has selected 2
13.12.2022 22:17 - User has entered lox
13.12.2022 22:17 - Start
13.12.2022 22:17 - User has selected command 4
13.12.2022 22:17 - User has selected 2
13.12.2022 22:17 - User has entered 1
13.12.2022 22:19 - Start
13.12.2022 22:19 - User has selected command 2
13.12.2022 22:19 - User has selected 1
13.12.2022 22:23 - User has selected command 5
13.12.2022 22:32 - Start
13.12.2022 22:33 - User has selected command 4
13.12.2022 22:33 - User has selected 1
13.12.2022 22:33 - User has entered lox
13.12.2022 22:33 - Start
13.12.2022 22:33 - User has selected command 4
13.12.2022 22:33 - User has selected 1
13.12.2022 22:34 - User has entered lox
13.12.2022 22:34 - Start
13.12.2022 22:34 - User has selected command 4
13.12.2022 22:34 - User has selected 1
13.12.2022 22:34 - User has entered lox
13.12.2022 22:35 - User has selected command 2
13.12.2022 22:35 - User has selected 1
13.12.2022 22:45 - User has selected command 5
13.12.2022 23:00 - Start
13.12.2022 23:00 - User has selected command 2
13.12.2022 23:00 - User has selected 1
13.12.2022 23:00 - User has selected command 2
13.12.2022 23:00 - User has selected 2
13.12.2022 23:00 - User has selected command 5
